checkout_id,timestamp,amount,payment_method,device_type,session_duration_seconds,inactivity_seconds,retry_count,checkout_step_reached,network_quality,payment_status,failure_reason_code,otp_attempts,upi_collect_expired,dropoff_cause,recovered,time_to_recovery_minutes,minutes_since_dropoff,recovery_probability_ground_truth,was_recovered
CHK_002884,2026-01-11 18:25:00,1281,WALLET,MOBILE,521,703,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,7,0.4347,0
CHK_002885,2026-01-17 01:18:00,8509,WALLET,DESKTOP,300,232,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,57,0.3299,0
CHK_002886,2026-01-05 21:25:00,8124,WALLET,DESKTOP,474,461,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,190,0.1994,0
CHK_002887,2026-01-06 02:31:00,742,WALLET,MOBILE,545,72,1,PAYMENT,Poor,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,68.0,150,0.5795,1
CHK_002888,2026-01-29 03:52:00,14014,WALLET,MOBILE,187,244,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,94,0.1122,0
CHK_002889,2026-01-11 09:36:00,7571,UPI,DESKTOP,133,634,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,117,0.2676,0
CHK_002890,2026-01-01 16:09:00,2600,UPI,MOBILE,659,440,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,322.0,323,0.3789,1
CHK_002891,2026-01-12 17:55:00,11969,WALLET,DESKTOP,410,465,2,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,468.0,1081,0.4319,1
CHK_002892,2026-01-28 08:50:00,736,WALLET,MOBILE,651,417,1,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,74.0,177,0.5965,1
CHK_002893,2026-01-15 10:48:00,5919,CARD,DESKTOP,268,34,2,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,141.0,339,0.4196,1
CHK_002894,2026-01-30 06:25:00,4727,UPI,DESKTOP,762,374,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,282,0.3109,0
CHK_002895,2026-01-08 12:20:00,5158,UPI,DESKTOP,162,445,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,1243,0.3211,0
CHK_002896,2026-01-21 16:43:00,2989,CARD,DESKTOP,184,466,2,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,281.0,325,0.1807,1
CHK_002897,2026-01-15 03:37:00,5933,UPI,MOBILE,873,77,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,318,0.3494,0
CHK_002898,2026-01-14 11:43:00,9630,WALLET,DESKTOP,196,344,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,14.0,302,0.5888,1
CHK_002899,2026-01-30 16:51:00,6730,CARD,DESKTOP,589,500,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,100,0.3518,0
CHK_002900,2026-01-29 09:22:00,3282,CARD,DESKTOP,139,210,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,225,0.319,0
CHK_002901,2026-01-26 06:16:00,8607,UPI,DESKTOP,413,144,1,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,59,0.4629,0
CHK_002902,2026-01-05 10:24:00,5456,CARD,DESKTOP,348,471,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,42.0,128,0.6611,1
CHK_002903,2026-01-25 11:17:00,4198,UPI,MOBILE,473,89,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,42.0,77,0.4364,1
CHK_002904,2026-01-30 19:19:00,9151,WALLET,DESKTOP,373,62,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,223,0.617,0
CHK_002905,2026-01-29 08:49:00,8646,WALLET,DESKTOP,591,118,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,365.0,3618,0.2758,1
CHK_002906,2026-01-29 13:13:00,1032,UPI,DESKTOP,666,559,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,189.0,280,0.2848,1
CHK_002907,2026-01-24 04:15:00,5758,CARD,DESKTOP,205,407,2,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,171.0,441,0.6339,1
CHK_002908,2026-01-06 14:57:00,5880,UPI,MOBILE,362,239,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,321,0.2127,0
CHK_002909,2026-01-05 02:54:00,1438,CARD,DESKTOP,250,155,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,337,0.383,0
CHK_002910,2026-01-17 19:36:00,5228,UPI,MOBILE,750,236,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,50.0,63,0.5918,1
CHK_002911,2026-01-19 14:42:00,7084,WALLET,MOBILE,704,234,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,29.0,263,0.4794,1
CHK_002912,2026-01-04 13:07:00,12399,CARD,DESKTOP,295,299,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,1855,0.0305,0
CHK_002913,2026-01-21 00:26:00,8646,WALLET,DESKTOP,595,192,1,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,280,0.2883,0
CHK_002914,2026-01-10 10:46:00,7536,UPI,MOBILE,335,459,1,OTP,Poor,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,608,0.3548,0
CHK_002915,2026-01-02 04:55:00,5322,CARD,DESKTOP,274,106,3,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,17.0,24,0.7516,1
CHK_002916,2026-01-08 02:49:00,7710,CARD,MOBILE,230,226,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,3281,0.493,0
CHK_002917,2026-01-25 02:49:00,14616,CARD,MOBILE,484,33,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,30,0.2829,0
CHK_002918,2026-01-15 05:02:00,4491,UPI,MOBILE,642,528,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,49,0.4968,0
CHK_002919,2026-01-20 10:57:00,14436,UPI,DESKTOP,211,395,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,43,0.2229,0
CHK_002920,2026-01-27 04:25:00,5084,WALLET,MOBILE,261,391,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,1,137.0,164,0.6848,1
CHK_002921,2026-01-05 07:44:00,2170,WALLET,DESKTOP,253,482,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,137.0,225,0.3586,1
CHK_002922,2026-01-07 02:13:00,6762,WALLET,DESKTOP,605,382,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,275,0.4105,0
CHK_002923,2026-01-24 16:56:00,1151,UPI,DESKTOP,242,459,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,2483,0.35,0
CHK_002924,2026-01-06 06:36:00,12646,UPI,MOBILE,290,497,1,CART,Average,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,3895,0.1088,0
CHK_002925,2026-01-22 15:54:00,6416,CARD,DESKTOP,136,632,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,288,0.1814,0
CHK_002926,2026-01-04 11:05:00,8150,CARD,DESKTOP,370,184,0,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,2,0,PAYMENT_FAILURE,0,,204,0.1685,0
CHK_002927,2026-01-02 01:37:00,7687,CARD,MOBILE,484,144,2,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,71.0,217,0.3333,1
CHK_002928,2026-01-12 01:13:00,8051,WALLET,DESKTOP,556,398,0,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,180,0.4762,0
CHK_002929,2026-01-07 21:42:00,10406,UPI,MOBILE,657,80,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,154,0.2317,0
CHK_002930,2026-01-17 10:57:00,10188,WALLET,DESKTOP,192,258,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,3246,0.0622,0
CHK_002931,2026-01-07 06:34:00,2065,UPI,DESKTOP,657,389,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,152,0.5422,0
CHK_002932,2026-01-27 04:01:00,12968,WALLET,MOBILE,482,495,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,218,0.0814,0
CHK_002933,2026-01-10 18:31:00,2351,WALLET,MOBILE,496,349,2,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,1687,0.3905,0
CHK_002934,2026-01-12 10:51:00,6728,UPI,DESKTOP,203,126,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,278,0.1143,0
CHK_002935,2026-01-29 02:24:00,3239,WALLET,MOBILE,653,435,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,307,0.3516,0
CHK_002936,2026-01-19 23:18:00,9326,WALLET,DESKTOP,327,205,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,91.0,114,0.4878,1
CHK_002937,2026-01-11 18:49:00,698,UPI,MOBILE,356,143,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,124.0,294,0.6147,1
CHK_002938,2026-01-27 03:11:00,6674,CARD,MOBILE,216,669,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,15.0,80,0.2711,1
CHK_002939,2026-01-19 04:03:00,8775,UPI,MOBILE,529,175,0,PAYMENT,Poor,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,1256,0.2898,0
CHK_002940,2026-01-28 11:51:00,2637,WALLET,MOBILE,667,327,0,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,690.0,1224,0.5337,1
CHK_002941,2026-01-13 11:11:00,8374,UPI,DESKTOP,183,300,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,18.0,142,0.6238,1
CHK_002942,2026-01-18 21:45:00,7888,UPI,MOBILE,200,608,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,57,0.3651,0
CHK_002943,2026-01-16 10:16:00,11601,WALLET,DESKTOP,430,220,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,25,0.2631,0
CHK_002944,2026-01-29 07:52:00,5692,WALLET,DESKTOP,655,499,1,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1288,0.3501,0
CHK_002945,2026-01-28 07:47:00,5038,WALLET,MOBILE,220,379,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,2020,0.0825,0
CHK_002946,2026-01-27 06:34:00,657,CARD,DESKTOP,223,797,1,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,1,49.0,64,0.2319,1
CHK_002947,2026-01-04 02:51:00,7960,UPI,MOBILE,438,435,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,227,0.2045,0
CHK_002948,2026-01-05 18:21:00,8367,CARD,MOBILE,390,762,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,237,0.118,0
CHK_002949,2026-01-29 03:44:00,3383,CARD,MOBILE,580,477,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,288.0,626,0.3624,1
CHK_002950,2026-01-11 20:36:00,3352,WALLET,DESKTOP,356,392,0,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,137,0.5344,0
CHK_002951,2026-01-09 20:38:00,8305,UPI,DESKTOP,154,170,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,241,0.4436,0
CHK_002952,2026-01-29 01:37:00,5274,UPI,DESKTOP,200,244,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,220,0.3049,0
CHK_002953,2026-01-12 05:11:00,7281,CARD,MOBILE,564,252,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,353,0.502,0
CHK_002954,2026-01-05 02:29:00,3238,CARD,DESKTOP,263,158,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,1329,0.6577,0
CHK_002955,2026-01-12 10:44:00,8838,UPI,DESKTOP,317,499,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,1,162.0,173,0.2365,1
CHK_002956,2026-01-23 13:01:00,7849,WALLET,MOBILE,622,59,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,12.0,20,0.4108,1
CHK_002957,2026-01-07 12:06:00,8938,UPI,MOBILE,656,112,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,32.0,32,0.6867,1
CHK_002958,2026-01-25 05:58:00,1383,CARD,DESKTOP,238,206,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,20.0,153,0.4382,1
CHK_002959,2026-01-11 22:39:00,3993,UPI,MOBILE,380,26,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,78,0.5553,0
CHK_002960,2026-01-06 21:19:00,6857,CARD,MOBILE,211,51,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,132.0,327,0.3906,1
CHK_002961,2026-01-14 23:36:00,2973,WALLET,DESKTOP,555,183,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,213,0.4616,0
CHK_002962,2026-01-18 23:04:00,11540,UPI,DESKTOP,126,191,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,318,0.0604,0
CHK_002963,2026-01-17 23:46:00,12032,UPI,MOBILE,196,60,2,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,110,0.2609,0
CHK_002964,2026-01-25 17:02:00,848,CARD,DESKTOP,254,252,1,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,9.0,2225,0.488,1
CHK_002965,2026-01-10 16:10:00,647,UPI,MOBILE,502,406,1,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,136,0.5274,0
CHK_002966,2026-01-02 18:04:00,7705,UPI,MOBILE,602,434,2,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,1,11.0,139,0.4745,1
CHK_002967,2026-01-10 20:29:00,7368,CARD,MOBILE,632,122,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,278,0.4834,0
CHK_002968,2026-01-14 00:58:00,5021,WALLET,MOBILE,221,335,1,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,288,0.5139,0
CHK_002969,2026-01-17 07:03:00,2862,CARD,MOBILE,548,104,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,872,0.4381,0
CHK_002970,2026-01-29 14:14:00,5619,WALLET,MOBILE,379,460,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,24,0.4409,0
CHK_002971,2026-01-30 03:11:00,12717,UPI,MOBILE,793,60,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,78,0.3467,0
CHK_002972,2026-01-28 09:10:00,13961,WALLET,MOBILE,394,396,0,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,351,0.0594,0
CHK_002973,2026-01-21 12:21:00,3766,UPI,MOBILE,685,326,0,CART,Good,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,217,0.33,0
CHK_002974,2026-01-20 21:12:00,11813,WALLET,MOBILE,266,206,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,1187,0.0768,0
CHK_002975,2026-01-28 12:53:00,4506,UPI,MOBILE,686,285,2,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,320,0.4158,0
CHK_002976,2026-01-21 07:20:00,8071,CARD,MOBILE,394,238,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,247,0.3337,0
CHK_002977,2026-01-13 02:16:00,3471,CARD,MOBILE,204,79,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,60.0,63,0.3278,1
CHK_002978,2026-01-06 17:56:00,8332,WALLET,DESKTOP,340,469,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,767.0,2851,0.4869,1
CHK_002979,2026-01-19 21:55:00,2321,WALLET,DESKTOP,400,215,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,358,0.4625,0
CHK_002980,2026-01-04 05:27:00,7902,WALLET,MOBILE,239,247,0,OTP,Good,FAILED,OTP_TIMEOUT,0,0,OTP_FRICTION,1,13.0,25,0.5734,1
CHK_002981,2026-01-23 12:39:00,8632,WALLET,MOBILE,450,138,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,76,0.3898,0
CHK_002982,2026-01-29 09:42:00,6918,CARD,DESKTOP,658,217,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,357,0.4037,0
CHK_002983,2026-01-21 19:29:00,10528,UPI,MOBILE,487,34,0,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,54,0.4188,0
CHK_002984,2026-01-10 09:41:00,831,UPI,MOBILE,591,336,0,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,296,0.3841,0
CHK_002985,2026-01-25 13:56:00,8548,CARD,MOBILE,305,189,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,2,1,PAYMENT_FAILURE,0,,883,0.4376,0
CHK_002986,2026-01-02 18:12:00,4008,WALLET,DESKTOP,314,485,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,1,84.0,131,0.4048,1
CHK_002987,2026-01-10 12:59:00,7313,WALLET,MOBILE,445,450,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,1,1,PAYMENT_FAILURE,0,,4207,0.2277,0
CHK_002988,2026-01-24 11:13:00,2300,CARD,MOBILE,514,237,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,2,1,PAYMENT_FAILURE,0,,1306,0.3823,0
CHK_002989,2026-01-27 16:05:00,7735,CARD,DESKTOP,245,97,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,101,0.4902,0
CHK_002990,2026-01-06 03:23:00,9784,UPI,DESKTOP,365,82,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,603,0.4655,0
CHK_002991,2026-01-05 00:32:00,2986,UPI,MOBILE,457,607,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1171,0.2437,0
CHK_002992,2026-01-16 00:45:00,9882,UPI,DESKTOP,438,138,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,527,0.3199,0
CHK_002993,2026-01-25 04:37:00,2462,UPI,DESKTOP,527,681,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,365,0.3476,0
CHK_002994,2026-01-13 06:16:00,9388,CARD,DESKTOP,636,248,1,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,1173,0.4786,0
CHK_002995,2026-01-14 23:03:00,2854,UPI,DESKTOP,294,796,0,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,921,0.0731,0
CHK_002996,2026-01-15 21:13:00,3242,CARD,DESKTOP,192,164,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,1,47.0,278,0.4892,1
CHK_002997,2026-01-03 21:34:00,10980,UPI,DESKTOP,678,247,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,578.0,708,0.1714,1
CHK_002998,2026-01-04 08:19:00,5203,WALLET,DESKTOP,688,433,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,250,0.2584,0
CHK_002999,2026-01-11 07:37:00,5188,WALLET,MOBILE,614,738,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1186,0.18,0
CHK_003000,2026-01-03 09:40:00,12889,CARD,MOBILE,766,450,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,64,0.2726,0
CHK_003001,2026-01-03 03:05:00,11810,WALLET,MOBILE,342,467,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,972.0,1243,0.262,1
CHK_003002,2026-01-05 20:46:00,1929,CARD,MOBILE,413,261,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,9.0,16,0.7927,1
CHK_003003,2026-01-25 17:16:00,5877,CARD,MOBILE,767,124,1,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,192.0,241,0.3272,1
CHK_003004,2026-01-16 02:00:00,3603,WALLET,MOBILE,550,369,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,210,0.4021,0
CHK_003005,2026-01-10 23:09:00,2069,CARD,DESKTOP,583,75,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,1104,0.4585,0
CHK_003006,2026-01-01 09:01:00,9898,WALLET,MOBILE,363,61,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,5.0,1,0.8582,1
CHK_003007,2026-01-22 14:01:00,4280,CARD,DESKTOP,462,36,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,122,0.5926,0
CHK_003008,2026-01-22 23:37:00,9248,WALLET,MOBILE,303,397,0,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,128.0,151,0.5302,1
CHK_003009,2026-01-18 01:30:00,6915,CARD,MOBILE,459,646,2,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,878,0.3053,0
CHK_003010,2026-01-24 00:38:00,1781,WALLET,MOBILE,756,376,1,OTP,Poor,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,183.0,193,0.4986,1
CHK_003011,2026-01-05 14:21:00,3389,CARD,MOBILE,438,594,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,288,0.2279,0
CHK_003012,2026-01-30 22:40:00,11059,WALLET,DESKTOP,294,329,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,1,203.0,292,0.4439,1
CHK_003013,2026-01-07 12:54:00,10168,UPI,DESKTOP,299,237,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,1,30.0,92,0.4154,1
CHK_003014,2026-01-28 09:47:00,6272,CARD,MOBILE,238,239,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1020,0.3187,0
CHK_003015,2026-01-15 20:23:00,860,UPI,MOBILE,474,233,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,282.0,305,0.3627,1
CHK_003016,2026-01-09 01:29:00,1761,UPI,MOBILE,316,182,1,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,265,0.4746,0
CHK_003017,2026-01-20 12:48:00,8603,WALLET,DESKTOP,865,143,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,33,0.4501,0
CHK_003018,2026-01-14 19:05:00,7615,WALLET,MOBILE,200,29,0,CART,Good,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,1302,0.1355,0
CHK_003019,2026-01-11 15:18:00,10693,CARD,MOBILE,786,373,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,203,0.2406,0
CHK_003020,2026-01-25 01:54:00,4677,WALLET,DESKTOP,434,479,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,145.0,218,0.2363,1
CHK_003021,2026-01-28 04:08:00,4765,CARD,MOBILE,484,187,2,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,171.0,263,0.4757,1
CHK_003022,2026-01-20 18:25:00,14571,WALLET,DESKTOP,483,103,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,85,0.1807,0
CHK_003023,2026-01-04 13:22:00,12053,CARD,MOBILE,881,249,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,144.0,155,0.2248,1
CHK_003024,2026-01-30 19:35:00,3655,UPI,DESKTOP,540,467,1,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,3591,0.2177,0
CHK_003025,2026-01-29 21:29:00,4428,WALLET,DESKTOP,365,423,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,30,0.3325,0
CHK_003026,2026-01-11 13:43:00,7783,CARD,DESKTOP,573,46,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,500,0.322,0
CHK_003027,2026-01-08 17:10:00,4659,WALLET,MOBILE,390,712,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1175,0.1437,0
CHK_003028,2026-01-05 05:26:00,2564,UPI,MOBILE,483,396,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,395,0.6189,0
CHK_003029,2026-01-01 01:07:00,6136,WALLET,MOBILE,366,360,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,908,0.1332,0
CHK_003030,2026-01-29 03:27:00,13741,UPI,MOBILE,397,242,2,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,2,0.3678,0
CHK_003031,2026-01-17 10:57:00,8139,WALLET,DESKTOP,270,461,2,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,141.0,226,0.2884,1
CHK_003032,2026-01-29 05:22:00,1279,UPI,MOBILE,334,225,1,PAYMENT,Average,FAILED,AUTH_TIMEOUT,2,1,PAYMENT_FAILURE,0,,295,0.4584,0
CHK_003033,2026-01-03 10:28:00,2082,CARD,MOBILE,204,232,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,2117,0.3953,0
