checkout_id,timestamp,amount,payment_method,device_type,session_duration_seconds,inactivity_seconds,retry_count,checkout_step_reached,network_quality,payment_status,failure_reason_code,otp_attempts,upi_collect_expired,dropoff_cause,recovered,time_to_recovery_minutes,minutes_since_dropoff,recovery_probability_ground_truth,was_recovered,predicted_cause,prediction_confidence,chosen_action,ERV_score,prediction_confidence,explanation,recoverability_score
CHK_000408,2026-01-15 20:27:00,7106.0,UPI,MOBILE,287,141,1,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,118.0,119,0.5283,1,OTP_FRICTION,0.9997265,STOP,0.0,0.9997,Stopped by rule: IGNORED_INTERVENTIONS,0.5728445070902395
CHK_000409,2026-01-20 22:36:00,3750.0,WALLET,MOBILE,537,63,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,3043,0.4594,0,PAYMENT_FAILURE,0.9996798,STOP,0.0,0.9997,Stopped by rule: MAX_TOUCHES,0.3059046688553515
CHK_000410,2026-01-07 14:04:00,3709.0,WALLET,MOBILE,350,799,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,5.0,4,0.3746,1,DISTRACTION_TIMEOUT,0.99981016,NUDGE,1732.33,0.9998,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.441 | time=4min | amount=₹3709 | ERV=₹1732,0.44145651714523815
CHK_000411,2026-01-17 08:24:00,11383.0,CARD,DESKTOP,609,127,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,81.0,232,0.1729,1,PRICE_HESITATION,0.9998172,STOP,0.0,0.9998,Stopped by rule: IGNORED_INTERVENTIONS,0.22643468075580328
CHK_000412,2026-01-09 15:47:00,11213.0,UPI,DESKTOP,653,386,0,PAYMENT,Poor,FAILED,AUTH_TIMEOUT,1,1,PAYMENT_FAILURE,0,,313,0.2345,0,PAYMENT_FAILURE,0.99946946,STOP,0.0,0.9995,Stopped by rule: MAX_TOUCHES,0.43275517043478984
CHK_000413,2026-01-06 03:55:00,11335.0,UPI,DESKTOP,176,355,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,544,0.0755,0,PRICE_HESITATION,0.9997807,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.21335773835739824
CHK_000414,2026-01-29 03:22:00,6934.0,UPI,DESKTOP,365,435,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,3883,0.1578,0,PRICE_HESITATION,0.9996909,STOP,0.0,0.9997,Stopped by rule: LOW_RECOVERABILITY,0.1381214213486496
CHK_000415,2026-01-03 18:30:00,5345.0,UPI,MOBILE,249,185,2,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,278.0,409,0.5681,1,OTP_FRICTION,0.9997056,RETRY_LINK,3071.86,0.9997,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.510 | time=409min | amount=₹5345 | ERV=₹3072,0.5099525161675564
CHK_000416,2026-01-04 16:05:00,8145.0,CARD,MOBILE,598,339,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,163,0.422,0,PAYMENT_FAILURE,0.99974924,PAYMENT_METHOD_SWITCH,4226.9,0.9997,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.455 | time=163min | amount=₹8145 | ERV=₹4227,0.4552248722496157
CHK_000417,2026-01-19 17:33:00,12920.0,UPI,MOBILE,178,111,1,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,128,0.2184,0,PRICE_HESITATION,0.9997458,STOP,0.0,0.9997,Stopped by rule: IGNORED_INTERVENTIONS,0.2311448852904136
CHK_000418,2026-01-25 11:48:00,9679.0,WALLET,MOBILE,744,418,0,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,1378,0.4275,0,OTP_FRICTION,0.99979144,NUDGE,3632.08,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.408 | time=1378min | amount=₹9679 | ERV=₹3632,0.40788463070390574
CHK_000419,2026-01-21 10:43:00,7670.0,WALLET,MOBILE,183,48,2,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,1506,0.3066,0,PAYMENT_FAILURE,0.99980193,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.3374124747923927
CHK_000420,2026-01-25 19:12:00,9210.0,UPI,DESKTOP,785,70,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,14.0,590,0.2664,1,PRICE_HESITATION,0.9998178,STOP,0.0,0.9998,Stopped by rule: IGNORED_INTERVENTIONS,0.21155590288138124
CHK_000421,2026-01-25 23:13:00,1001.0,CARD,MOBILE,204,69,2,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,255,0.492,0,DISTRACTION_TIMEOUT,0.9996481,STOP,0.0,0.9996,Stopped by rule: COOLDOWN,0.3893115911095897
CHK_000422,2026-01-23 20:10:00,4227.0,UPI,DESKTOP,540,131,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,460.0,718,0.4573,1,DISTRACTION_TIMEOUT,0.99967134,STOP,0.0,0.9997,Stopped by rule: COOLDOWN,0.3219725805693684
CHK_000423,2026-01-02 23:03:00,14916.0,CARD,DESKTOP,498,219,2,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,265,0.254,0,PRICE_HESITATION,0.9997911,DISCOUNT_OFFER,3565.51,0.9998,DISCOUNT_OFFER chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.225 | time=265min | amount=₹14916 | ERV=₹3566,0.22497808286951673
CHK_000424,2026-01-17 18:23:00,8032.0,CARD,MOBILE,668,541,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,73,0.3736,0,DISTRACTION_TIMEOUT,0.99966943,NUDGE,3618.14,0.9997,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.426 | time=73min | amount=₹8032 | ERV=₹3618,0.4257712945001309
CHK_000425,2026-01-27 00:26:00,4173.0,CARD,DESKTOP,660,151,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1283,0.4821,0,DISTRACTION_TIMEOUT,0.99967,NUDGE,1205.45,0.9997,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.273 | time=1283min | amount=₹4173 | ERV=₹1205,0.27303240914420623
CHK_000426,2026-01-10 07:56:00,9328.0,CARD,MOBILE,493,345,1,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,88.0,103,0.4777,1,OTP_FRICTION,0.99977857,RETRY_LINK,6065.93,0.9998,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.577 | time=103min | amount=₹9328 | ERV=₹6066,0.5770120463357367
CHK_000427,2026-01-17 01:04:00,13472.0,WALLET,DESKTOP,235,124,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,333,0.0608,0,PRICE_HESITATION,0.99978095,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.2220328530297139
CHK_000428,2026-01-28 09:31:00,2563.0,WALLET,DESKTOP,690,442,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,75,0.3725,0,DISTRACTION_TIMEOUT,0.9997867,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.42533286172440593
CHK_000429,2026-01-07 11:18:00,13241.0,UPI,DESKTOP,477,223,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,3943,0.0349,0,PRICE_HESITATION,0.99979585,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.13745125698966393
CHK_000430,2026-01-04 13:47:00,5072.0,UPI,DESKTOP,487,305,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,667,0.16,0,PRICE_HESITATION,0.99977046,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.2086084843262482
CHK_000431,2026-01-01 18:52:00,6295.0,CARD,MOBILE,187,491,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,47,0.3995,0,DISTRACTION_TIMEOUT,0.9997887,NUDGE,2874.19,0.9998,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.432 | time=47min | amount=₹6295 | ERV=₹2874,0.43155281975840565
CHK_000432,2026-01-27 08:40:00,6593.0,CARD,MOBILE,740,120,0,OTP,Average,FAILED,OTP_TIMEOUT,0,0,OTP_FRICTION,1,5.0,2,0.6578,1,OTP_FRICTION,0.9997929,NUDGE,3671.5,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.605 | time=2min | amount=₹6593 | ERV=₹3672,0.6053034616370765
CHK_000433,2026-01-28 21:24:00,8323.0,UPI,MOBILE,507,159,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,171,0.5826,0,PAYMENT_FAILURE,0.9997671,PAYMENT_METHOD_SWITCH,4307.06,0.9998,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.454 | time=171min | amount=₹8323 | ERV=₹4307,0.4539371999347057
CHK_000434,2026-01-03 19:47:00,7781.0,UPI,MOBILE,581,342,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,118.0,270,0.3977,1,DISTRACTION_TIMEOUT,0.9994906,STOP,0.0,0.9995,Stopped by rule: IGNORED_INTERVENTIONS,0.38659695134658933
CHK_000435,2026-01-15 06:21:00,9011.0,UPI,MOBILE,221,448,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,1,49.0,353,0.529,1,PAYMENT_FAILURE,0.99972564,PAYMENT_METHOD_SWITCH,4389.71,0.9997,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.427 | time=353min | amount=₹9011 | ERV=₹4390,0.4273247016416092
CHK_000436,2026-01-07 10:07:00,6674.0,UPI,DESKTOP,841,150,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,68,0.3203,0,PRICE_HESITATION,0.9998098,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.23394705136237376
CHK_000437,2026-01-13 04:28:00,5919.0,UPI,DESKTOP,490,490,0,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,130,0.494,0,OTP_FRICTION,0.99976,NUDGE,3104.07,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.570 | time=130min | amount=₹5919 | ERV=₹3104,0.570026607544521
CHK_000438,2026-01-01 12:47:00,3954.0,UPI,DESKTOP,281,485,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,188,0.1588,0,DISTRACTION_TIMEOUT,0.999811,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.4019555865040588
CHK_000439,2026-01-25 04:00:00,7629.0,UPI,DESKTOP,219,757,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1239,0.0747,0,DISTRACTION_TIMEOUT,0.99970585,STOP,0.0,0.9997,Stopped by rule: LOW_RECOVERABILITY,0.27591704285403174
CHK_000440,2026-01-04 01:43:00,7370.0,CARD,DESKTOP,731,499,1,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,589,0.5307,0,OTP_FRICTION,0.999754,STOP,0.0,0.9998,Stopped by rule: IGNORED_INTERVENTIONS,0.4808242247793457
CHK_000441,2026-01-06 22:38:00,5386.0,UPI,DESKTOP,657,723,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,107,0.2664,0,DISTRACTION_TIMEOUT,0.9997849,STOP,0.0,0.9998,Stopped by rule: IGNORED_INTERVENTIONS,0.4184378728674683
CHK_000442,2026-01-07 05:49:00,3715.0,UPI,DESKTOP,670,436,1,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,216,0.3017,0,PAYMENT_FAILURE,0.99965525,STOP,0.0,0.9997,Stopped by rule: MAX_TOUCHES,0.44688771792489246
CHK_000443,2026-01-04 20:24:00,7485.0,WALLET,DESKTOP,565,385,2,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,59.0,104,0.5549,1,DISTRACTION_TIMEOUT,0.99959654,STOP,0.0,0.9996,Stopped by rule: IGNORED_INTERVENTIONS,0.41907478793746067
CHK_000444,2026-01-19 03:20:00,3623.0,WALLET,MOBILE,405,70,2,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,1119,0.394,0,OTP_FRICTION,0.9997131,STOP,0.0,0.9997,Stopped by rule: IGNORED_INTERVENTIONS,0.4245675882076791
CHK_000445,2026-01-25 12:32:00,2870.0,WALLET,MOBILE,389,122,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,129,0.7407,0,OTP_FRICTION,0.9997609,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.5702812051249224
CHK_000446,2026-01-09 00:40:00,1816.0,WALLET,DESKTOP,292,227,3,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,46.0,143,0.5513,1,PAYMENT_FAILURE,0.9997763,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.4584906751725595
CHK_000447,2026-01-02 09:44:00,6339.0,WALLET,DESKTOP,371,179,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,866,0.4502,0,OTP_FRICTION,0.9997633,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.44690241403379694
CHK_000448,2026-01-11 21:22:00,1916.0,WALLET,DESKTOP,268,268,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,17,0.6655,0,PAYMENT_FAILURE,0.9996131,PAYMENT_METHOD_SWITCH,1049.92,0.9996,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.481 | time=17min | amount=₹1916 | ERV=₹1050,0.48068045883968213
CHK_000449,2026-01-25 12:41:00,575.0,WALLET,MOBILE,350,447,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,3911,0.1845,0,DISTRACTION_TIMEOUT,0.99977237,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.21435346911503628
CHK_000450,2026-01-19 01:08:00,1440.0,CARD,DESKTOP,460,219,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,919.0,1179,0.3522,1,DISTRACTION_TIMEOUT,0.99969614,NUDGE,426.68,0.9997,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.280 | time=1179min | amount=₹1440 | ERV=₹427,0.28006455455305934
CHK_000451,2026-01-09 10:51:00,1420.0,CARD,MOBILE,490,490,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1509,0.1521,0,DISTRACTION_TIMEOUT,0.99978274,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.2600892805929625
CHK_000452,2026-01-30 19:29:00,6659.0,WALLET,DESKTOP,617,38,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1050,0.6043,0,DISTRACTION_TIMEOUT,0.99945945,STOP,0.0,0.9995,Stopped by rule: COOLDOWN,0.28988675145774023
CHK_000453,2026-01-11 07:22:00,1509.0,WALLET,DESKTOP,646,165,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,9.0,16,0.7098,1,DISTRACTION_TIMEOUT,0.9996165,NUDGE,700.31,0.9996,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.439 | time=16min | amount=₹1509 | ERV=₹700,0.43864898819710835
CHK_000454,2026-01-22 21:01:00,9124.0,UPI,DESKTOP,332,296,2,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,275,0.5074,0,OTP_FRICTION,0.9997267,STOP,0.0,0.9997,Stopped by rule: MAX_TOUCHES,0.5362402902626972
CHK_000455,2026-01-27 14:47:00,4513.0,CARD,MOBILE,152,37,0,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,1,348.0,2053,0.1717,1,PRICE_HESITATION,0.9997346,STOP,0.0,0.9997,Stopped by rule: IGNORED_INTERVENTIONS,0.16782876655423717
CHK_000456,2026-01-05 03:32:00,1358.0,UPI,DESKTOP,579,237,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,16.0,376,0.465,1,OTP_FRICTION,0.9997987,NUDGE,644.71,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.516 | time=376min | amount=₹1358 | ERV=₹645,0.5160293831978886
CHK_000457,2026-01-02 23:30:00,12260.0,CARD,MOBILE,527,153,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,259,0.0732,0,PRICE_HESITATION,0.9998178,STOP,0.0,0.9998,Stopped by rule: IGNORED_INTERVENTIONS,0.22524157987894594
CHK_000458,2026-01-30 05:24:00,3360.0,CARD,MOBILE,345,450,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,1351,0.4582,0,PAYMENT_FAILURE,0.9995191,STOP,0.0,0.9995,Stopped by rule: COOLDOWN,0.3442578378699087
CHK_000459,2026-01-30 15:59:00,13683.0,CARD,DESKTOP,143,366,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,868,0.0292,0,PRICE_HESITATION,0.99975437,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.20130387049038265
CHK_000460,2026-01-22 09:25:00,5521.0,WALLET,MOBILE,232,367,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,19.0,87,0.6789,1,OTP_FRICTION,0.9997317,NUDGE,2952.42,0.9997,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.581 | time=87min | amount=₹5521 | ERV=₹2952,0.5812625511369303
CHK_000461,2026-01-21 04:46:00,3010.0,WALLET,DESKTOP,720,133,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,1499,0.3569,0,OTP_FRICTION,0.9997975,NUDGE,1112.49,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.402 | time=1499min | amount=₹3010 | ERV=₹1112,0.40173767377905467
CHK_000462,2026-01-06 18:34:00,3845.0,WALLET,MOBILE,558,761,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,75,0.3581,0,DISTRACTION_TIMEOUT,0.9997527,NUDGE,1730.26,0.9998,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.425 | time=75min | amount=₹3845 | ERV=₹1730,0.42533286172440593
CHK_000463,2026-01-18 01:56:00,11934.0,CARD,MOBILE,134,230,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,334,0.3318,0,PAYMENT_FAILURE,0.99980396,STOP,0.0,0.9998,Stopped by rule: IGNORED_INTERVENTIONS,0.42987639613508155
CHK_000464,2026-01-21 08:52:00,7611.0,CARD,DESKTOP,362,260,0,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,237,0.1952,0,PAYMENT_FAILURE,0.9996402,STOP,0.0,0.9996,Stopped by rule: OPT_OUT,0.44370770070073384
CHK_000465,2026-01-13 08:46:00,3472.0,CARD,MOBILE,659,154,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,51.0,344,0.4999,1,OTP_FRICTION,0.9997975,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.5221628093098091
CHK_000466,2026-01-07 08:46:00,3785.0,WALLET,DESKTOP,203,340,2,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,120.0,162,0.4975,1,OTP_FRICTION,0.999705,RETRY_LINK,2397.5,0.9997,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.562 | time=162min | amount=₹3785 | ERV=₹2398,0.5620429112200312
CHK_000467,2026-01-08 08:58:00,7873.0,WALLET,DESKTOP,585,239,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,646,0.4539,0,PAYMENT_FAILURE,0.9996511,PAYMENT_METHOD_SWITCH,3533.27,0.9997,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.394 | time=646min | amount=₹7873 | ERV=₹3533,0.3936690136458917
CHK_000468,2026-01-28 22:28:00,3578.0,CARD,DESKTOP,211,442,0,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,769,0.2765,0,PAYMENT_FAILURE,0.99957186,STOP,0.0,0.9996,Stopped by rule: MAX_TOUCHES,0.3822909565937115
CHK_000469,2026-01-24 14:28:00,6535.0,WALLET,MOBILE,774,259,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,214.0,290,0.4733,1,OTP_FRICTION,0.9998074,NUDGE,3204.97,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.533 | time=290min | amount=₹6535 | ERV=₹3205,0.5330773651405771
CHK_000470,2026-01-27 03:59:00,2233.0,CARD,MOBILE,889,58,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,284,0.3261,0,PRICE_HESITATION,0.9997795,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.2241475762224311
CHK_000471,2026-01-09 12:30:00,5524.0,WALLET,DESKTOP,513,358,2,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,4251,0.4197,0,PAYMENT_FAILURE,0.99971145,STOP,0.0,0.9997,STOP chosen: 4251 min exceeds 2920 min window for PAYMENT_FAILURE,0.3000757076828852
CHK_000472,2026-01-12 12:48:00,1237.0,CARD,DESKTOP,355,202,2,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,515,0.412,0,PAYMENT_FAILURE,0.9997739,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.4074748406501972
CHK_000473,2026-01-16 23:47:00,10701.0,UPI,DESKTOP,151,401,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,3925,0.02,0,PRICE_HESITATION,0.9997365,STOP,0.0,0.9997,Stopped by rule: LOW_RECOVERABILITY,0.13765072542295037
CHK_000474,2026-01-23 17:37:00,9993.0,CARD,MOBILE,127,314,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,277.0,352,0.4758,1,PAYMENT_FAILURE,0.9998136,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.4274577648352391
CHK_000475,2026-01-03 05:52:00,6497.0,UPI,MOBILE,487,393,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,197,0.4417,0,OTP_FRICTION,0.99976367,NUDGE,3309.38,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.554 | time=197min | amount=₹6497 | ERV=₹3309,0.5536636950620943
CHK_000476,2026-01-12 10:08:00,6882.0,UPI,MOBILE,421,72,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,57.0,990,0.5033,1,DISTRACTION_TIMEOUT,0.99958736,STOP,0.0,0.9996,Stopped by rule: MAX_TOUCHES,0.2949132396301845
CHK_000477,2026-01-19 15:21:00,1323.0,WALLET,MOBILE,479,404,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,343,0.4453,0,PAYMENT_FAILURE,0.9995741,PAYMENT_METHOD_SWITCH,646.52,0.9996,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.429 | time=343min | amount=₹1323 | ERV=₹647,0.42866149711447754
CHK_000478,2026-01-30 00:42:00,4141.0,CARD,DESKTOP,212,391,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,443.0,1794,0.1872,1,DISTRACTION_TIMEOUT,0.99980086,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.24748579364167353
CHK_000479,2026-01-11 20:51:00,4711.0,WALLET,MOBILE,727,434,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,276,0.3241,0,PRICE_HESITATION,0.9997235,STOP,0.0,0.9997,Stopped by rule: MAX_TOUCHES,0.2244965421382477
CHK_000480,2026-01-06 11:43:00,7502.0,UPI,DESKTOP,452,30,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,42.0,47,0.7248,1,DISTRACTION_TIMEOUT,0.99952924,STOP,0.0,0.9995,Stopped by rule: COOLDOWN,0.43155281975840565
CHK_000481,2026-01-27 15:27:00,9824.0,UPI,DESKTOP,728,138,1,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,140.0,298,0.4092,1,OTP_FRICTION,0.99977833,RETRY_LINK,5883.63,0.9998,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.531 | time=298min | amount=₹9824 | ERV=₹5884,0.5314142200718897
CHK_000482,2026-01-17 15:18:00,5981.0,CARD,DESKTOP,500,19,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,3066,0.4136,0,DISTRACTION_TIMEOUT,0.99966717,STOP,0.0,0.9997,Stopped by rule: COOLDOWN,0.22028141632125103
CHK_000483,2026-01-14 19:39:00,5098.0,WALLET,DESKTOP,198,118,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,396.0,476,0.4064,1,DISTRACTION_TIMEOUT,0.9996418,STOP,0.0,0.9996,Stopped by rule: COOLDOWN,0.35321801146124443
CHK_000484,2026-01-22 09:35:00,3303.0,CARD,MOBILE,205,434,2,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,314,0.4356,0,PAYMENT_FAILURE,0.99964654,PAYMENT_METHOD_SWITCH,1628.98,0.9996,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.433 | time=314min | amount=₹3303 | ERV=₹1629,0.4326166748902873
CHK_000485,2026-01-24 10:23:00,7713.0,CARD,DESKTOP,311,27,1,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,287,0.3153,0,PAYMENT_FAILURE,0.99980193,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.43640638555131284
