checkout_id,timestamp,amount,payment_method,device_type,session_duration_seconds,inactivity_seconds,retry_count,checkout_step_reached,network_quality,payment_status,failure_reason_code,otp_attempts,upi_collect_expired,dropoff_cause,recovered,time_to_recovery_minutes,minutes_since_dropoff,recovery_probability_ground_truth,was_recovered,touch_count,minutes_since_last_intervention,consecutive_ignored_interventions,opt_out_flag,recoverability_score,decision,stop_reason
CHK_002742,2026-01-04 03:01:00,9289.0,UPI,MOBILE,523,498,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,1,128.0,284,0.2022,1,0,119,1,False,0.2022,CONTINUE,NONE
CHK_002743,2026-01-01 07:29:00,1927.0,UPI,DESKTOP,667,428,0,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,1,371.0,1583,0.1951,1,0,455,0,False,0.1951,STOP,LOW_RECOVERABILITY
CHK_002744,2026-01-23 12:51:00,4106.0,UPI,MOBILE,645,409,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,292,0.5642,0,0,529,1,False,0.5642,CONTINUE,NONE
CHK_002745,2026-01-06 11:05:00,3243.0,WALLET,DESKTOP,678,438,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,209,0.551,0,1,168,3,False,0.551,STOP,COOLDOWN
CHK_002746,2026-01-17 09:04:00,2215.0,WALLET,DESKTOP,400,479,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,245.0,280,0.2575,1,2,709,0,False,0.2575,CONTINUE,NONE
CHK_002747,2026-01-17 15:28:00,8941.0,WALLET,MOBILE,224,280,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,489.0,4184,0.3824,1,1,922,0,False,0.3824,CONTINUE,NONE
CHK_002748,2026-01-09 01:16:00,6900.0,UPI,DESKTOP,304,24,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,8.0,170,0.605,1,0,995,0,False,0.605,CONTINUE,NONE
CHK_002749,2026-01-01 16:49:00,7205.0,UPI,MOBILE,187,376,0,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,100.0,305,0.4452,1,2,142,2,False,0.4452,STOP,COOLDOWN
CHK_002750,2026-01-18 09:50:00,3174.0,CARD,MOBILE,478,572,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,3997,0.0913,0,1,36,0,False,0.0913,STOP,COOLDOWN
CHK_002751,2026-01-04 15:37:00,813.0,WALLET,DESKTOP,339,342,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,175,0.4788,0,0,697,0,False,0.4788,CONTINUE,NONE
CHK_002752,2026-01-13 23:05:00,7229.0,CARD,DESKTOP,266,182,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,12,0.335,0,1,260,0,False,0.335,STOP,COOLDOWN
CHK_002753,2026-01-03 19:09:00,5513.0,UPI,MOBILE,447,342,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,842,0.1633,0,0,230,1,False,0.1633,STOP,LOW_RECOVERABILITY
CHK_002754,2026-01-24 12:13:00,5162.0,UPI,DESKTOP,542,68,0,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,4260,0.4281,0,0,253,0,False,0.4281,CONTINUE,NONE
CHK_002755,2026-01-30 14:58:00,7405.0,UPI,DESKTOP,158,9,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,395.0,850,0.4476,1,3,328,0,False,0.4476,STOP,MAX_TOUCHES
CHK_002756,2026-01-28 23:03:00,1827.0,UPI,DESKTOP,401,56,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,270,0.5582,0,0,902,3,False,0.5582,STOP,IGNORED_INTERVENTIONS
CHK_002757,2026-01-16 22:26:00,8886.0,CARD,DESKTOP,434,98,0,OTP,Poor,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,719,0.2817,0,1,296,3,False,0.2817,STOP,COOLDOWN
CHK_002758,2026-01-27 21:59:00,9825.0,UPI,DESKTOP,442,303,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,90,0.276,0,3,979,0,True,0.276,STOP,OPT_OUT
CHK_002759,2026-01-13 14:11:00,1877.0,UPI,MOBILE,356,788,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,354,0.1001,0,2,9,1,False,0.1001,STOP,COOLDOWN
CHK_002760,2026-01-24 18:32:00,6114.0,WALLET,MOBILE,273,515,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,190,0.1866,0,0,445,1,False,0.1866,STOP,LOW_RECOVERABILITY
CHK_002761,2026-01-15 05:27:00,6304.0,WALLET,DESKTOP,588,520,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,291.0,312,0.3559,1,0,921,0,True,0.3559,STOP,OPT_OUT
CHK_002762,2026-01-11 15:04:00,1866.0,CARD,DESKTOP,444,39,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,311,0.5114,0,0,835,0,False,0.5114,CONTINUE,NONE
CHK_002763,2026-01-22 08:58:00,4600.0,CARD,MOBILE,202,347,0,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,3455,0.3748,0,1,229,0,False,0.3748,STOP,COOLDOWN
CHK_002764,2026-01-25 12:19:00,1571.0,CARD,DESKTOP,302,572,2,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,243,0.248,0,0,535,0,False,0.248,CONTINUE,NONE
CHK_002765,2026-01-12 21:39:00,12793.0,CARD,MOBILE,344,48,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1852,0.02,0,0,77,0,False,0.02,STOP,LOW_RECOVERABILITY
CHK_002766,2026-01-18 17:19:00,3248.0,WALLET,DESKTOP,597,713,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1091,0.2193,0,4,424,2,False,0.2193,STOP,MAX_TOUCHES
CHK_002767,2026-01-10 07:50:00,3675.0,CARD,DESKTOP,670,325,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,119,0.3769,0,1,192,0,False,0.3769,STOP,COOLDOWN
CHK_002768,2026-01-17 21:19:00,3798.0,WALLET,MOBILE,240,187,0,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,52.0,128,0.6673,1,0,400,1,False,0.6673,CONTINUE,NONE
CHK_002769,2026-01-08 20:52:00,11477.0,UPI,DESKTOP,204,47,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,246,0.1519,0,1,108,0,False,0.1519,STOP,COOLDOWN
CHK_002770,2026-01-06 14:44:00,14923.0,CARD,DESKTOP,668,357,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,112,0.2613,0,1,791,1,False,0.2613,CONTINUE,NONE
CHK_002771,2026-01-29 17:39:00,6576.0,UPI,DESKTOP,187,81,2,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,1238,0.5732,0,0,922,0,False,0.5732,CONTINUE,NONE
CHK_002772,2026-01-09 07:12:00,6520.0,WALLET,DESKTOP,565,135,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,4,0.6869,0,0,262,1,False,0.6869,CONTINUE,NONE
CHK_002773,2026-01-05 09:27:00,9640.0,WALLET,MOBILE,538,131,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,29,0.7436,0,2,328,2,False,0.7436,STOP,COOLDOWN
CHK_002774,2026-01-15 18:26:00,2424.0,UPI,DESKTOP,453,347,0,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,556,0.3391,0,1,362,2,False,0.3391,STOP,IGNORED_INTERVENTIONS
CHK_002775,2026-01-12 14:34:00,4057.0,UPI,MOBILE,618,92,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,16.0,126,0.5797,1,1,866,0,False,0.5797,CONTINUE,NONE
CHK_002776,2026-01-04 06:13:00,9306.0,UPI,DESKTOP,458,369,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,234.0,328,0.4824,1,0,377,1,False,0.4824,CONTINUE,NONE
CHK_002777,2026-01-20 02:04:00,12401.0,UPI,DESKTOP,166,179,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,653,0.1164,0,0,779,3,False,0.1164,STOP,IGNORED_INTERVENTIONS
CHK_002778,2026-01-17 07:24:00,900.0,WALLET,DESKTOP,234,550,0,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,114,0.2803,0,0,340,1,False,0.2803,CONTINUE,NONE
CHK_002779,2026-01-23 04:09:00,10177.0,CARD,DESKTOP,262,162,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,129,0.323,0,0,258,0,False,0.323,CONTINUE,NONE
CHK_002780,2026-01-05 10:21:00,4630.0,CARD,DESKTOP,415,691,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,304,0.3016,0,0,334,1,False,0.3016,CONTINUE,NONE
CHK_002781,2026-01-28 04:03:00,9063.0,WALLET,DESKTOP,565,297,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,54,0.3745,0,0,84,0,False,0.3745,CONTINUE,NONE
CHK_002782,2026-01-17 13:00:00,1118.0,WALLET,DESKTOP,204,571,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,105.0,155,0.2398,1,2,521,2,False,0.2398,STOP,IGNORED_INTERVENTIONS
CHK_002783,2026-01-26 21:50:00,7836.0,UPI,DESKTOP,200,409,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,14.0,86,0.3088,1,4,800,1,False,0.3088,STOP,MAX_TOUCHES
CHK_002784,2026-01-11 15:00:00,11848.0,WALLET,DESKTOP,338,28,2,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,271.0,539,0.2078,1,2,813,0,False,0.2078,CONTINUE,NONE
CHK_002785,2026-01-01 22:20:00,9370.0,WALLET,MOBILE,795,323,2,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,14.0,70,0.6968,1,3,570,0,False,0.6968,STOP,MAX_TOUCHES
CHK_002786,2026-01-17 12:05:00,2575.0,CARD,MOBILE,494,412,0,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,192,0.5308,0,0,307,0,False,0.5308,CONTINUE,NONE
CHK_002787,2026-01-05 00:42:00,643.0,CARD,DESKTOP,697,341,2,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,99.0,341,0.5543,1,4,261,3,False,0.5543,STOP,MAX_TOUCHES
CHK_002788,2026-01-15 18:11:00,7092.0,UPI,MOBILE,239,115,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,565,0.1575,0,0,897,0,False,0.1575,STOP,LOW_RECOVERABILITY
CHK_002789,2026-01-01 11:01:00,6863.0,CARD,DESKTOP,479,277,1,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,923,0.4409,0,4,796,0,False,0.4409,STOP,MAX_TOUCHES
CHK_002790,2026-01-17 15:52:00,7642.0,UPI,MOBILE,784,277,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,1323.0,1389,0.244,1,4,630,3,False,0.244,STOP,MAX_TOUCHES
CHK_002791,2026-01-18 00:33:00,9204.0,CARD,DESKTOP,391,138,1,OTP,Poor,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,19.0,54,0.5204,1,2,679,0,False,0.5204,CONTINUE,NONE
CHK_002792,2026-01-14 20:03:00,4708.0,UPI,DESKTOP,131,130,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,49.0,225,0.2215,1,4,864,0,False,0.2215,STOP,MAX_TOUCHES
CHK_002793,2026-01-27 15:03:00,4699.0,CARD,DESKTOP,340,353,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,11.0,11,0.7281,1,1,700,1,False,0.7281,CONTINUE,NONE
CHK_002794,2026-01-29 23:32:00,4611.0,UPI,DESKTOP,373,28,1,OTP,Poor,FAILED,OTP_TIMEOUT,0,0,OTP_FRICTION,0,,136,0.3142,0,0,451,0,True,0.3142,STOP,OPT_OUT
CHK_002795,2026-01-07 08:40:00,5815.0,WALLET,MOBILE,299,233,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1065,0.1404,0,0,250,0,False,0.1404,STOP,LOW_RECOVERABILITY
CHK_002796,2026-01-08 02:30:00,4558.0,WALLET,DESKTOP,519,465,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,561,0.5393,0,1,323,0,False,0.5393,STOP,COOLDOWN
CHK_002797,2026-01-07 09:02:00,5227.0,WALLET,DESKTOP,581,409,1,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,146,0.6959,0,0,924,1,False,0.6959,CONTINUE,NONE
CHK_002798,2026-01-21 21:51:00,1906.0,UPI,DESKTOP,468,680,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,66,0.3731,0,1,228,3,False,0.3731,STOP,COOLDOWN
CHK_002799,2026-01-12 02:43:00,4666.0,UPI,DESKTOP,180,643,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,79,0.2752,0,4,701,0,False,0.2752,STOP,MAX_TOUCHES
CHK_002800,2026-01-15 18:08:00,7173.0,WALLET,DESKTOP,409,417,1,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,1,17.0,21,0.4862,1,0,827,0,False,0.4862,CONTINUE,NONE
CHK_002801,2026-01-22 05:31:00,8345.0,WALLET,DESKTOP,438,154,0,CART,Good,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,285,0.1861,0,2,635,0,False,0.1861,STOP,LOW_RECOVERABILITY
CHK_002802,2026-01-28 22:00:00,10801.0,UPI,MOBILE,140,491,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1174,0.1558,0,3,595,2,False,0.1558,STOP,MAX_TOUCHES
CHK_002803,2026-01-08 19:41:00,14910.0,WALLET,DESKTOP,635,362,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,73,0.2316,0,3,296,0,False,0.2316,STOP,MAX_TOUCHES
CHK_002804,2026-01-28 12:06:00,6728.0,WALLET,DESKTOP,615,98,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,1,1,PAYMENT_FAILURE,1,26.0,329,0.3264,1,4,726,2,False,0.3264,STOP,MAX_TOUCHES
CHK_002805,2026-01-29 15:00:00,6806.0,CARD,DESKTOP,233,553,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,115,0.293,0,1,236,0,False,0.293,STOP,COOLDOWN
CHK_002806,2026-01-02 06:49:00,2443.0,CARD,MOBILE,442,48,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,817,0.4672,0,4,977,3,False,0.4672,STOP,MAX_TOUCHES
CHK_002807,2026-01-07 20:59:00,2191.0,UPI,MOBILE,284,606,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,160,0.2939,0,2,624,1,False,0.2939,CONTINUE,NONE
CHK_002808,2026-01-19 17:13:00,8643.0,CARD,MOBILE,789,183,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,185,0.2406,0,0,216,1,False,0.2406,CONTINUE,NONE
CHK_002809,2026-01-12 04:07:00,8769.0,CARD,DESKTOP,607,117,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,926,0.5119,0,1,832,0,True,0.5119,STOP,OPT_OUT
CHK_002810,2026-01-05 11:32:00,11321.0,CARD,DESKTOP,216,46,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,113,0.1501,0,2,245,2,False,0.1501,STOP,COOLDOWN
CHK_002811,2026-01-04 10:41:00,10481.0,CARD,DESKTOP,782,108,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,267,0.301,0,0,447,0,False,0.301,CONTINUE,NONE
CHK_002812,2026-01-28 11:37:00,3720.0,CARD,MOBILE,304,429,3,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,182.0,217,0.667,1,1,846,0,False,0.667,CONTINUE,NONE
CHK_002813,2026-01-12 04:29:00,7580.0,CARD,MOBILE,215,739,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,441,0.1017,0,1,318,0,False,0.1017,STOP,COOLDOWN
CHK_002814,2026-01-11 01:11:00,4087.0,CARD,DESKTOP,586,439,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,1,286.0,303,0.343,1,0,993,2,False,0.343,STOP,IGNORED_INTERVENTIONS
CHK_002815,2026-01-16 23:39:00,7866.0,WALLET,DESKTOP,494,93,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,1050,0.4181,0,1,431,2,False,0.4181,STOP,IGNORED_INTERVENTIONS
CHK_002816,2026-01-27 20:41:00,9516.0,UPI,MOBILE,406,410,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,76.0,79,0.7215,1,2,403,1,False,0.7215,CONTINUE,NONE
CHK_002817,2026-01-18 06:54:00,2340.0,CARD,MOBILE,418,387,1,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,1,251.0,280,0.333,1,1,885,1,False,0.333,CONTINUE,NONE
CHK_002818,2026-01-20 07:08:00,2425.0,CARD,MOBILE,217,482,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,1375,0.4205,0,0,36,0,False,0.4205,CONTINUE,NONE
CHK_002819,2026-01-23 00:29:00,2758.0,WALLET,DESKTOP,322,392,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,24.0,191,0.2774,1,0,575,2,False,0.2774,STOP,IGNORED_INTERVENTIONS
CHK_002820,2026-01-20 02:07:00,2393.0,CARD,DESKTOP,475,253,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,6.0,14,0.823,1,0,730,2,False,0.823,STOP,IGNORED_INTERVENTIONS
CHK_002821,2026-01-30 04:23:00,7390.0,UPI,DESKTOP,353,293,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,768,0.315,0,3,341,1,False,0.315,STOP,MAX_TOUCHES
CHK_002822,2026-01-12 05:57:00,6396.0,UPI,MOBILE,404,517,2,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,11.0,127,0.3819,1,0,388,0,False,0.3819,CONTINUE,NONE
CHK_002823,2026-01-03 08:05:00,3127.0,CARD,DESKTOP,156,85,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,139,0.4985,0,1,33,3,False,0.4985,STOP,COOLDOWN
CHK_002824,2026-01-24 22:49:00,833.0,WALLET,MOBILE,319,123,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,5.0,6,0.6808,1,0,38,2,False,0.6808,STOP,IGNORED_INTERVENTIONS
CHK_002825,2026-01-17 01:03:00,10704.0,WALLET,DESKTOP,488,128,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,2063,0.0302,0,0,578,1,False,0.0302,STOP,LOW_RECOVERABILITY
CHK_002826,2026-01-12 23:56:00,5823.0,UPI,DESKTOP,277,529,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,164,0.2979,0,2,208,0,False,0.2979,STOP,COOLDOWN
CHK_002827,2026-01-07 19:05:00,11374.0,CARD,MOBILE,312,421,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,831,0.3324,0,2,829,1,False,0.3324,CONTINUE,NONE
CHK_002828,2026-01-29 21:26:00,11391.0,WALLET,MOBILE,174,271,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,307,0.2144,0,0,855,1,False,0.2144,CONTINUE,NONE
CHK_002829,2026-01-18 10:14:00,7973.0,UPI,DESKTOP,522,172,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,41.0,1391,0.6472,1,0,151,0,False,0.6472,CONTINUE,NONE
CHK_002830,2026-01-13 11:00:00,11553.0,UPI,MOBILE,140,251,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,1,1,PAYMENT_FAILURE,1,1064.0,3989,0.2536,1,0,898,0,False,0.2536,CONTINUE,NONE
CHK_002831,2026-01-15 15:26:00,3546.0,UPI,DESKTOP,374,399,1,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,691.0,696,0.3808,1,1,364,0,False,0.3808,CONTINUE,NONE
CHK_002832,2026-01-23 01:45:00,3940.0,CARD,MOBILE,329,665,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,74.0,105,0.3217,1,1,198,1,False,0.3217,STOP,COOLDOWN
CHK_002833,2026-01-23 02:42:00,7443.0,WALLET,DESKTOP,386,62,1,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,1641,0.2304,0,0,600,0,False,0.2304,CONTINUE,NONE
CHK_002834,2026-01-30 11:27:00,3512.0,WALLET,DESKTOP,424,513,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,5,0.5355,0,0,759,0,False,0.5355,CONTINUE,NONE
CHK_002835,2026-01-22 22:54:00,5366.0,UPI,MOBILE,848,378,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,8.0,13,0.4417,1,0,834,2,False,0.4417,STOP,IGNORED_INTERVENTIONS
CHK_002836,2026-01-11 07:25:00,7580.0,UPI,DESKTOP,164,154,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,9.0,177,0.6415,1,3,78,1,False,0.6415,STOP,MAX_TOUCHES
CHK_002837,2026-01-27 19:30:00,1012.0,UPI,DESKTOP,283,380,2,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,269,0.5617,0,4,476,0,False,0.5617,STOP,MAX_TOUCHES
CHK_002838,2026-01-05 18:36:00,2288.0,CARD,MOBILE,684,452,0,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,233.0,303,0.3849,1,0,433,0,False,0.3849,CONTINUE,NONE
CHK_002839,2026-01-03 00:22:00,7905.0,UPI,DESKTOP,471,445,1,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,344.0,994,0.5176,1,2,796,2,False,0.5176,STOP,IGNORED_INTERVENTIONS
CHK_002840,2026-01-04 04:30:00,1726.0,UPI,DESKTOP,525,34,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,235.0,338,0.5883,1,0,841,2,False,0.5883,STOP,IGNORED_INTERVENTIONS
CHK_002841,2026-01-24 07:23:00,3309.0,WALLET,DESKTOP,586,459,1,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,267,0.5617,0,0,31,0,False,0.5617,CONTINUE,NONE
CHK_002842,2026-01-01 03:27:00,8543.0,WALLET,DESKTOP,513,79,3,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,248,0.4686,0,2,86,3,False,0.4686,STOP,COOLDOWN
CHK_002843,2026-01-28 22:29:00,790.0,CARD,DESKTOP,423,242,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,849.0,979,0.3477,1,3,550,0,False,0.3477,STOP,MAX_TOUCHES
CHK_002844,2026-01-28 21:42:00,13531.0,CARD,DESKTOP,885,233,1,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,273,0.2489,0,4,392,3,False,0.2489,STOP,MAX_TOUCHES
CHK_002845,2026-01-01 13:44:00,5102.0,CARD,MOBILE,251,218,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,2336,0.3762,0,1,612,0,False,0.3762,CONTINUE,NONE
CHK_002846,2026-01-06 10:07:00,8237.0,WALLET,DESKTOP,265,317,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,294,0.1495,0,0,243,0,False,0.1495,STOP,LOW_RECOVERABILITY
CHK_002847,2026-01-07 17:13:00,4879.0,CARD,DESKTOP,782,485,1,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,294,0.5474,0,2,231,0,False,0.5474,STOP,COOLDOWN
CHK_002848,2026-01-06 09:35:00,11066.0,WALLET,DESKTOP,835,411,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,81.0,136,0.3569,1,0,909,0,False,0.3569,CONTINUE,NONE
CHK_002849,2026-01-13 22:16:00,11309.0,CARD,MOBILE,599,182,0,PAYMENT,Poor,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,165,0.3524,0,1,579,1,False,0.3524,CONTINUE,NONE
CHK_002850,2026-01-06 01:37:00,4715.0,UPI,DESKTOP,378,303,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,495,0.3398,0,0,191,2,False,0.3398,STOP,IGNORED_INTERVENTIONS
CHK_002851,2026-01-01 09:54:00,4122.0,CARD,MOBILE,264,336,1,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,1122,0.5578,0,1,915,2,False,0.5578,STOP,IGNORED_INTERVENTIONS
CHK_002852,2026-01-19 12:51:00,2735.0,CARD,MOBILE,509,311,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,6.0,38,0.4742,1,0,539,0,False,0.4742,CONTINUE,NONE
CHK_002853,2026-01-23 05:54:00,4362.0,CARD,MOBILE,407,707,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,359,0.0999,0,0,269,0,False,0.0999,STOP,LOW_RECOVERABILITY
CHK_002854,2026-01-02 02:03:00,1674.0,CARD,MOBILE,694,190,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1848,0.4406,0,3,939,0,False,0.4406,STOP,MAX_TOUCHES
CHK_002855,2026-01-11 17:44:00,5147.0,UPI,MOBILE,499,65,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,80.0,436,0.6168,1,0,737,0,False,0.6168,CONTINUE,NONE
