checkout_id,action,execution_status,payload,simulated_outcome
CHK_000559,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000560,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000561,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000562,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},RECOVERED
CHK_000563,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000564,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000565,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000566,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 787.3}",PENDING
CHK_000567,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 764.0}",PENDING
CHK_000568,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000569,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000570,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000571,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000572,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000573,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000573', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000574,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000575,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000576,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000577,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000578,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000579,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 417000, 'currency': 'INR', 'reference_id': 'CHK_000579', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_000580,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000580', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000581,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000582,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000583,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000584,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 468200, 'currency': 'INR', 'reference_id': 'CHK_000584', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000585,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},RECOVERED
CHK_000586,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000586', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000587,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 779.0}",PENDING
CHK_000588,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000589,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000590,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000591,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000591', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000592,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000592', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000593,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000593', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000594,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000595,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000596,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000597,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000598,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000599,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},PENDING
CHK_000600,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000601,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000602,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000603,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000603', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000604,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000604', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000605,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000605', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000606,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000606', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000607,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000608,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000609,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000610,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 490800, 'currency': 'INR', 'reference_id': 'CHK_000610', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_000611,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 620400, 'currency': 'INR', 'reference_id': 'CHK_000611', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000612,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000612', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000613,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},RECOVERED
CHK_000614,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000614', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000615,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000616,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000617,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000618,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000618', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000619,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000619', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000620,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 867700, 'currency': 'INR', 'reference_id': 'CHK_000620', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000621,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000621', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000622,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000623,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000624,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000625,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000626,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 336700, 'currency': 'INR', 'reference_id': 'CHK_000626', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000627,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000628,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000628', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000629,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000629', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000630,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000631,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000632,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000633,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000634,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000635,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},RECOVERED
CHK_000636,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000637,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000638,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000638', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000639,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000640,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000641,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000641', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000642,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 820.0}",PENDING
CHK_000643,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 717600, 'currency': 'INR', 'reference_id': 'CHK_000643', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_000644,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000644', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000645,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000646,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000647,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 909800, 'currency': 'INR', 'reference_id': 'CHK_000647', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000648,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000649,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},PENDING
CHK_000650,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000651,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000651', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000652,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000653,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 775400, 'currency': 'INR', 'reference_id': 'CHK_000653', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_000654,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000655,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000655', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000656,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},PENDING
CHK_000657,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000658,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000659,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000660,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},RECOVERED
CHK_000661,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000662,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000663,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000664,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000665,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000665', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000666,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000666', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000667,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000668,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000668', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000669,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000669', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000670,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},PENDING
CHK_000671,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 947.8}",PENDING
CHK_000672,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000673,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000673', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000674,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000675,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000676,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000677,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 760.8}",PENDING
CHK_000678,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000679,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000680,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000681,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000682,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000683,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 944500, 'currency': 'INR', 'reference_id': 'CHK_000683', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000684,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000685,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000686,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000687,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000688,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000688', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000689,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000690,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},RECOVERED
CHK_000691,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000692,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000693,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000694,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000694', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000695,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},RECOVERED
CHK_000696,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000696', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000697,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000697', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000698,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000698', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000699,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000699', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000700,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000701,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000701', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000702,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000703,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},RECOVERED
CHK_000704,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000704', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000705,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000705', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000706,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000707,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000708,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000708', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000709,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 788000, 'currency': 'INR', 'reference_id': 'CHK_000709', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_000710,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000711,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000712,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000712', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000713,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000714,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000714', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000715,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000715', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000716,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000717,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000718,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000719,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000720,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000720', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000721,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000722,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 798.1}",PENDING
CHK_000723,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000724,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000725,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000725', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000726,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000727,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000727', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000728,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000729,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000729', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000730,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000730', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000731,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000732,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000733,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000734,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000735,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000735', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000736,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000737,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 1379.2}",PENDING
CHK_000738,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000739,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000740,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000740', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000741,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000742,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000742', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000743,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},PENDING
CHK_000744,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 355700, 'currency': 'INR', 'reference_id': 'CHK_000744', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000745,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000745', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000746,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000747,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000747', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000748,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 1139.0}",RECOVERED
CHK_000749,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000750,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 767.2}",PENDING
CHK_000751,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000752,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000753,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000754,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 916200, 'currency': 'INR', 'reference_id': 'CHK_000754', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_000755,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000755', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000756,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000757,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000758,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},RECOVERED
CHK_000759,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000760,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000761,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 131400, 'currency': 'INR', 'reference_id': 'CHK_000761', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000762,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},RECOVERED
CHK_000763,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000763', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000764,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000764', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000765,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000765', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000766,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000766', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000767,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000768,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000769,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000770,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000770', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000771,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000771', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000772,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000773,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},RECOVERED
CHK_000774,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000775,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000776,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},RECOVERED
CHK_000777,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000778,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000779,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000779', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000780,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000781,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 1433.6}",PENDING
CHK_000782,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000783,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000784,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},RECOVERED
CHK_000785,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000785', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000786,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000787,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000788,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000789,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 671100, 'currency': 'INR', 'reference_id': 'CHK_000789', 'description': 'Checkout recovery payment link'}",PENDING
CHK_000790,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000791,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000792,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000793,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000794,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000795,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000796,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000797,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000798,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000798', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000799,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000800,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000801,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000802,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000802', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000803,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000804,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000805,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000806,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000807,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000808,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000809,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000810,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000811,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000812,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000813,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000813', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_000814,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000815,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000816,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000816', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000817,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000818,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000818', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000819,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000819', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000820,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 864.1}",PENDING
CHK_000821,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},RECOVERED
CHK_000822,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_000822', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_000823,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 726400, 'currency': 'INR', 'reference_id': 'CHK_000823', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_000824,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000825,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000826,STOP,SKIPPED,None,NOT_CONTACTED
CHK_000827,STOP,SKIPPED,None,NOT_CONTACTED
